,attr1,attr2,attr3,attr4,attr1_avg,attr2_avg,attr3_avg,attr4_avg,attr1_name,attr2_name,attr3_name,attr4_name
1,1.0,1.0,1.0,1.0,0.99969035347,0.97756407098,0.84047030097025,0.85227547122,Proficient in Random Variables & Distributions,Proficient in Computing & Visualizing Distributions,Proficient in Specific Models,Proficient in Continuous Models
2,1.0,1.0,1.0,1.0,0.999960794265,0.98424686362,0.99735058648,0.89342218407,Proficient in Random Variables & Distributions,Proficient in Computing & Visualizing Distributions,Proficient in Specific Models,Proficient in Continuous Models
3,1.0,1.0,1.0,1.0,0.9995516843200001,0.9852339850949999,0.9973443927975,0.8936882400199999,Proficient in Random Variables & Distributions,Proficient in Computing & Visualizing Distributions,Proficient in Specific Models,Proficient in Continuous Models
4,1.0,1.0,1.0,1.0,0.9999875078875,0.9855641441775,0.99735834761,0.8937740276075,Proficient in Random Variables & Distributions,Proficient in Computing & Visualizing Distributions,Proficient in Specific Models,Proficient in Continuous Models
5,1.0,1.0,1.0,1.0,0.99998325008,0.9853026463925001,0.9994223489324999,0.8940682895275001,Proficient in Random Variables & Distributions,Proficient in Computing & Visualizing Distributions,Proficient in Specific Models,Proficient in Continuous Models
6,1.0,1.0,1.0,1.0,0.99998746384,0.9872672414725,0.9977737571625,0.8942441171425001,Proficient in Random Variables & Distributions,Proficient in Computing & Visualizing Distributions,Proficient in Specific Models,Proficient in Continuous Models
7,1.0,1.0,1.0,1.0,0.9983361584949999,0.9792596937425,0.84181529363075,0.8596461741275,Proficient in Random Variables & Distributions,Proficient in Computing & Visualizing Distributions,Proficient in Specific Models,Proficient in Continuous Models
8,1.0,1.0,1.0,1.0,0.99997376133,0.9848679454424999,0.999463749115,0.8939594987949999,Proficient in Random Variables & Distributions,Proficient in Computing & Visualizing Distributions,Proficient in Specific Models,Proficient in Continuous Models
9,1.0,1.0,1.0,1.0,0.9998835631399999,0.9773822162075001,0.8305889028950001,0.8563953140625,Proficient in Random Variables & Distributions,Proficient in Computing & Visualizing Distributions,Proficient in Specific Models,Proficient in Continuous Models
10,1.0,1.0,1.0,1.0,0.99998779608,0.9871082459075,0.99965581278,0.89458155062,Proficient in Random Variables & Distributions,Proficient in Computing & Visualizing Distributions,Proficient in Specific Models,Proficient in Continuous Models
11,1.0,1.0,1.0,1.0,0.99998779608,0.9871082459075,0.99965581278,0.89458155062,Proficient in Random Variables & Distributions,Proficient in Computing & Visualizing Distributions,Proficient in Specific Models,Proficient in Continuous Models
12,1.0,1.0,1.0,1.0,0.98404845184,0.986775135705,0.987635865945,0.8926659229075,Proficient in Random Variables & Distributions,Proficient in Computing & Visualizing Distributions,Proficient in Specific Models,Proficient in Continuous Models
13,1.0,1.0,1.0,1.0,0.99997856012,0.9820993087125001,0.97490122491,0.8886874805025,Proficient in Random Variables & Distributions,Proficient in Computing & Visualizing Distributions,Proficient in Specific Models,Proficient in Continuous Models
14,1.0,1.0,1.0,1.0,0.9999619562275,0.9859372908274999,0.99965579382,0.8942674501725001,Proficient in Random Variables & Distributions,Proficient in Computing & Visualizing Distributions,Proficient in Specific Models,Proficient in Continuous Models
15,1.0,1.0,1.0,1.0,0.999964708325,0.9868937781475,0.997599365615,0.889008797295,Proficient in Random Variables & Distributions,Proficient in Computing & Visualizing Distributions,Proficient in Specific Models,Proficient in Continuous Models
16,1.0,1.0,1.0,1.0,0.9975947637524999,0.978866774015,0.97423065021,0.8879407002824999,Proficient in Random Variables & Distributions,Proficient in Computing & Visualizing Distributions,Proficient in Specific Models,Proficient in Continuous Models
17,1.0,1.0,1.0,1.0,0.9999831065925,0.9849107627125,0.9689261829775,0.8878683833850001,Proficient in Random Variables & Distributions,Proficient in Computing & Visualizing Distributions,Proficient in Specific Models,Proficient in Continuous Models
18,1.0,1.0,1.0,1.0,0.9999651495475,0.9868956318075,0.9984086023700001,0.8891978981275,Proficient in Random Variables & Distributions,Proficient in Computing & Visualizing Distributions,Proficient in Specific Models,Proficient in Continuous Models
19,1.0,1.0,0.0,0.0,0.9522543339175,0.9181706736574999,0.63458077422925,0.76883153096,Proficient in Random Variables & Distributions,Proficient in Computing & Visualizing Distributions,Did not meet proficiency of Specific Models,Did not meet proficiency of Continuous Models
20,1.0,1.0,1.0,1.0,0.9995652513225,0.9675561838275001,0.9404851444625,0.8654603244425,Proficient in Random Variables & Distributions,Proficient in Computing & Visualizing Distributions,Proficient in Specific Models,Proficient in Continuous Models
21,1.0,1.0,1.0,1.0,0.9993329978525,0.981467949635,0.9990972602875,0.8795317365700001,Proficient in Random Variables & Distributions,Proficient in Computing & Visualizing Distributions,Proficient in Specific Models,Proficient in Continuous Models
22,1.0,1.0,1.0,1.0,0.9999832901825,0.9868163645825,0.9996558114225,0.894503262465,Proficient in Random Variables & Distributions,Proficient in Computing & Visualizing Distributions,Proficient in Specific Models,Proficient in Continuous Models
23,1.0,1.0,1.0,1.0,0.99998434976,0.9824978380675,0.974930872405,0.8887921548975001,Proficient in Random Variables & Distributions,Proficient in Computing & Visualizing Distributions,Proficient in Specific Models,Proficient in Continuous Models
